Vendedor	Treinamento	Data	Cliente	 Valor 	Alunos	Instrutor	Conteúdo	Período	Total	Estado 	Avaliação Instrutor
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.870,00 	8	Paulo	Regular	Madrugada	14.960,00	São Paulo	3
Murilo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 1.910,00 	9	Leandro	Regular	Quarta-feira	17.190,00	São Paulo	5
Roberto	Access VBA	10/06/2016	Pessoa Física	 2.240,00 	10	José	Personalizado	Quinta-feira	22.400,00	São Paulo	4
Myslaine	Word VBA	10/06/2016	Pessoa Física	 2.479,00 	12	Caio 	Regular	Personalizado	29.748,00	São Paulo	3
Katia	Outlook	10/06/2016	Pessoa Física	 3.200,00 	10	Caio 	Regular	Manhã	32.000,00	São Paulo	5
Vanessa	Outlook VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	11	Fernando	Regular	Tarde	43.131,00	São Paulo	2
Renata	PowerPoint	12/06/2016	Pessoa Jurídica	 780,00 	12	Fernando	Personalizado	Noite	9.360,00	São Paulo	5
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 980,00 	10	Ana	Regular	Integral	9.800,00	São Paulo	5
Priscila	Access	12/06/2016	Pessoa Física	 1.020,00 	12	Paulo	Regular	Madrugada	12.240,00	São Paulo	4
Mirian	Windows	12/06/2016	Pessoa Jurídica	 1.340,00 	9	Sandra	Regular	Sexta-feira	12.060,00	São Paulo	4
Murilo	Excel Básico	14/06/2016	Pessoa Física	 1.870,00 	12	Sandra	Personalizado	Sábado	22.440,00	São Paulo	5
Roberto	Excel Intermediário	14/06/2016	Pessoa Física	 1.910,00 	12	Humberto	Regular	Personalizado	22.920,00	São Paulo	2
Myslaine	Excel Avançado	14/06/2016	Pessoa Física	 2.240,00 	11	Henrique	Regular	Manhã	24.640,00	São Paulo	5
Katia	Excel Dashboards	14/06/2016	Pessoa Jurídica	 2.479,00 	12	Douglas	Regular	Tarde	29.748,00	São Paulo	5
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Jurídica	 3.200,00 	9	Jane	Personalizado	Noite	28.800,00	São Paulo	2
Renata	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 3.921,00 	11	Caio 	Regular	Integral	43.131,00	São Paulo	4
Rodrigo	Access VBA	16/06/2016	Pessoa Física	 780,00 	11	Fernando	Regular	Madrugada	8.580,00	São Paulo	3
Priscila	Word VBA	16/06/2016	Pessoa Jurídica	 980,00 	12	Roberto	Regular	Domingo	11.760,00	São Paulo	3
Mirian	Outlook	18/06/2016	Pessoa Física	 1.020,00 	9	Rosana	Personalizado	Segunda-feira	9.180,00	São Paulo	3
Murilo	Outlook VBA	18/06/2016	Pessoa Física	 1.340,00 	8	Sandra	Regular	Personalizado	10.720,00	São Paulo	3
Roberto	PowerPoint	18/06/2016	Pessoa Física	 1.870,00 	9	Sérgio	Regular	Manhã	16.830,00	São Paulo	2
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	10	Manuel	Regular	Tarde	19.100,00	São Paulo	4
Katia	Access	01/06/2016	Pessoa Jurídica	 2.240,00 	9	Joaquim	Personalizado	Noite	20.160,00	São Paulo	4
Vanessa	Windows	01/06/2016	Pessoa Jurídica	 2.479,00 	11	Paulo	Regular	Integral	27.269,00	São Paulo	2
Renata	Excel Básico	01/06/2016	Pessoa Física	 3.200,00 	8	Leandro	Regular	Madrugada	25.600,00	São Paulo	4
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 3.921,00 	10	José	Regular	Terça-feira	39.210,00	São Paulo	2
Priscila	Excel Avançado	01/06/2016	Pessoa Física	 780,00 	10	Caio 	Personalizado	Quarta-feira	7.800,00	São Paulo	5
Mirian	Excel Dashboards	01/06/2016	Pessoa Física	 980,00 	10	Caio 	Regular	Personalizado	9.800,00	São Paulo	3
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Física	 1.020,00 	8	Fernando	Regular	Manhã	8.160,00	São Paulo	4
Roberto	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 1.340,00 	8	Fernando	Regular	Tarde	10.720,00	São Paulo	3
Myslaine	Access VBA	02/06/2016	Pessoa Jurídica	 1.870,00 	11	Ana	Personalizado	Noite	20.570,00	São Paulo	2
Katia	Word VBA	02/06/2016	Pessoa Jurídica	 1.910,00 	10	Paulo	Regular	Integral	19.100,00	São Paulo	5
Vanessa	Outlook	04/06/2016	Pessoa Física	 2.240,00 	12	Sandra	Regular	Madrugada	26.880,00	São Paulo	3
Renata	Outlook VBA	04/06/2016	Pessoa Jurídica	 2.479,00 	12	Sandra	Regular	Quinta-feira	29.748,00	São Paulo	4
Rodrigo	PowerPoint	04/06/2016	Pessoa Física	 3.200,00 	10	Humberto	Personalizado	Sexta-feira	32.000,00	São Paulo	4
Priscila	PowerPoint VBA	04/06/2016	Pessoa Física	 3.921,00 	11	Henrique	Regular	Personalizado	43.131,00	São Paulo	5
Mirian	Access	06/06/2016	Pessoa Física	 780,00 	10	Douglas	Regular	Manhã	7.800,00	São Paulo	2
Murilo	Windows	06/06/2016	Pessoa Jurídica	 980,00 	8	Jane	Regular	Tarde	7.840,00	São Paulo	2
Roberto	Excel Básico	06/06/2016	Pessoa Jurídica	 1.020,00 	10	Caio 	Personalizado	Noite	10.200,00	São Paulo	5
Myslaine	Excel Intermediário	06/06/2016	Pessoa Jurídica	 1.340,00 	12	Fernando	Regular	Integral	16.080,00	São Paulo	5
Katia	Excel Avançado	08/06/2016	Pessoa Física	 1.870,00 	10	Roberto	Regular	Madrugada	18.700,00	São Paulo	4
Vanessa	Excel Dashboards	08/06/2016	Pessoa Jurídica	 1.910,00 	9	Rosana	Regular	Sábado	17.190,00	São Paulo	3
Renata	Excel VBA iniciante	08/06/2016	Pessoa Física	 2.240,00 	10	Sandra	Personalizado	Domingo	22.400,00	São Paulo	3
Rodrigo	Excel VBA avançado	08/06/2016	Pessoa Física	 2.479,00 	10	Sérgio	Regular	Personalizado	24.790,00	São Paulo	3
Priscila	Access VBA	10/06/2016	Pessoa Física	 3.200,00 	12	Manuel	Regular	Manhã	38.400,00	São Paulo	2
Mirian	Word VBA	10/06/2016	Pessoa Jurídica	 3.921,00 	9	Joaquim	Regular	Tarde	35.289,00	São Paulo	4
Murilo	Outlook	10/06/2016	Pessoa Jurídica	 780,00 	9	Paulo	Personalizado	Noite	7.020,00	São Paulo	5
Roberto	Outlook VBA	10/06/2016	Pessoa Jurídica	 980,00 	10	Leandro	Regular	Integral	9.800,00	São Paulo	4
Myslaine	PowerPoint	12/06/2016	Pessoa Física	 1.020,00 	11	José	Regular	Madrugada	11.220,00	São Paulo	4
Katia	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 1.340,00 	11	Caio 	Regular	Segunda-feira	14.740,00	São Paulo	4
Vanessa	Access	12/06/2016	Pessoa Física	 1.870,00 	11	Caio 	Personalizado	Terça-feira	20.570,00	São Paulo	4
Renata	Windows	12/06/2016	Pessoa Física	 1.910,00 	9	Fernando	Regular	Personalizado	17.190,00	São Paulo	5
Rodrigo	Excel Básico	14/06/2016	Pessoa Física	 2.240,00 	8	Fernando	Regular	Manhã	17.920,00	São Paulo	5
Priscila	Excel Intermediário	14/06/2016	Pessoa Jurídica	 2.479,00 	11	Ana	Regular	Tarde	27.269,00	São Paulo	5
Mirian	Excel Avançado	14/06/2016	Pessoa Jurídica	 3.200,00 	9	Paulo	Personalizado	Noite	28.800,00	São Paulo	4
Murilo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 3.921,00 	8	Sandra	Regular	Integral	31.368,00	São Paulo	5
Roberto	Excel VBA iniciante	16/06/2016	Pessoa Física	 780,00 	10	Sandra	Regular	Madrugada	7.800,00	São Paulo	4
Myslaine	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 980,00 	9	Humberto	Regular	Quarta-feira	8.820,00	São Paulo	3
Katia	Access VBA	16/06/2016	Pessoa Física	 1.020,00 	12	Henrique	Personalizado	Quinta-feira	12.240,00	São Paulo	3
Vanessa	Word VBA	16/06/2016	Pessoa Física	 1.340,00 	12	Douglas	Regular	Personalizado	16.080,00	São Paulo	2
Renata	Outlook	18/06/2016	Pessoa Física	 1.870,00 	12	Jane	Regular	Manhã	22.440,00	São Paulo	4
Rodrigo	Outlook VBA	18/06/2016	Pessoa Jurídica	 1.910,00 	12	Caio 	Regular	Tarde	22.920,00	São Paulo	5
Priscila	PowerPoint	18/06/2016	Pessoa Jurídica	 2.240,00 	8	Fernando	Personalizado	Noite	17.920,00	São Paulo	2
Mirian	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 2.479,00 	9	Roberto	Regular	Integral	22.311,00	São Paulo	5
Murilo	Access	01/06/2016	Pessoa Física	 3.200,00 	8	Rosana	Regular	Madrugada	25.600,00	São Paulo	4
Roberto	Windows	01/06/2016	Pessoa Jurídica	 3.921,00 	11	Sandra	Regular	Sexta-feira	43.131,00	São Paulo	5
Myslaine	Excel Básico	01/06/2016	Pessoa Física	 780,00 	11	Sérgio	Personalizado	Sábado	8.580,00	São Paulo	2
Katia	Excel Intermediário	01/06/2016	Pessoa Física	 980,00 	11	Manuel	Regular	Personalizado	10.780,00	São Paulo	2
Vanessa	Excel Avançado	01/06/2016	Pessoa Física	 1.020,00 	8	Joaquim	Regular	Manhã	8.160,00	São Paulo	3
Renata	Excel Dashboards	01/06/2016	Pessoa Jurídica	 1.340,00 	12	Paulo	Regular	Tarde	16.080,00	São Paulo	5
Rodrigo	Excel VBA iniciante	02/06/2016	Pessoa Jurídica	 1.870,00 	12	Leandro	Personalizado	Noite	22.440,00	São Paulo	3
Priscila	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 1.910,00 	12	José	Regular	Integral	22.920,00	São Paulo	2
Mirian	Access VBA	02/06/2016	Pessoa Física	 2.240,00 	10	Caio 	Regular	Madrugada	22.400,00	São Paulo	2
Murilo	Word VBA	02/06/2016	Pessoa Jurídica	 2.479,00 	11	Caio 	Regular	Domingo	27.269,00	São Paulo	2
Roberto	Outlook	04/06/2016	Pessoa Física	 3.200,00 	9	Fernando	Personalizado	Segunda-feira	28.800,00	São Paulo	3
Myslaine	Outlook VBA	04/06/2016	Pessoa Física	 3.921,00 	12	Fernando	Regular	Personalizado	47.052,00	São Paulo	2
Katia	PowerPoint	04/06/2016	Pessoa Física	 780,00 	9	Ana	Regular	Manhã	7.020,00	São Paulo	3
Vanessa	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 980,00 	9	Paulo	Regular	Tarde	8.820,00	São Paulo	4
Renata	Access	06/06/2016	Pessoa Jurídica	 1.020,00 	12	Sandra	Personalizado	Noite	12.240,00	São Paulo	5
Rodrigo	Windows	06/06/2016	Pessoa Jurídica	 1.340,00 	8	Sandra	Regular	Integral	10.720,00	São Paulo	5
Priscila	Excel Básico	06/06/2016	Pessoa Física	 1.870,00 	11	Humberto	Regular	Madrugada	20.570,00	São Paulo	2
Mirian	Excel Intermediário	06/06/2016	Pessoa Jurídica	 1.910,00 	10	Henrique	Regular	Terça-feira	19.100,00	São Paulo	3
Murilo	Excel Avançado	08/06/2016	Pessoa Física	 2.240,00 	11	Douglas	Personalizado	Quarta-feira	24.640,00	São Paulo	3
Roberto	Excel Dashboards	08/06/2016	Pessoa Física	 2.479,00 	9	Jane	Regular	Personalizado	22.311,00	São Paulo	4
Myslaine	Excel VBA iniciante	08/06/2016	Pessoa Física	 3.200,00 	11	Caio 	Regular	Manhã	35.200,00	São Paulo	3
Katia	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 3.921,00 	11	Fernando	Regular	Tarde	43.131,00	São Paulo	2
Vanessa	Access VBA	10/06/2016	Pessoa Jurídica	 780,00 	11	Roberto	Personalizado	Noite	8.580,00	São Paulo	2
Renata	Word VBA	10/06/2016	Pessoa Jurídica	 980,00 	8	Rosana	Regular	Integral	7.840,00	São Paulo	2
Rodrigo	Outlook	10/06/2016	Pessoa Física	 1.020,00 	8	Sandra	Regular	Madrugada	8.160,00	São Paulo	3
Priscila	Outlook VBA	10/06/2016	Pessoa Jurídica	 1.340,00 	10	Sérgio	Regular	Quinta-feira	13.400,00	São Paulo	5
Mirian	PowerPoint	12/06/2016	Pessoa Física	 1.870,00 	10	Manuel	Personalizado	Sexta-feira	18.700,00	São Paulo	5
Murilo	PowerPoint VBA	12/06/2016	Pessoa Física	 1.910,00 	9	Joaquim	Regular	Personalizado	17.190,00	São Paulo	2
Roberto	Access	12/06/2016	Pessoa Física	 2.240,00 	9	Paulo	Regular	Manhã	20.160,00	São Paulo	4
Myslaine	Windows	12/06/2016	Pessoa Jurídica	 2.479,00 	12	Leandro	Regular	Tarde	29.748,00	São Paulo	3
Katia	Excel Básico	14/06/2016	Pessoa Jurídica	 3.200,00 	11	José	Personalizado	Noite	35.200,00	São Paulo	2
Vanessa	Excel Intermediário	14/06/2016	Pessoa Jurídica	 3.921,00 	9	Caio 	Regular	Integral	35.289,00	São Paulo	4
Renata	Excel Avançado	14/06/2016	Pessoa Física	 780,00 	9	Caio 	Regular	Madrugada	7.020,00	São Paulo	3
Rodrigo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 980,00 	8	Fernando	Regular	Sábado	7.840,00	São Paulo	5
Priscila	Excel VBA iniciante	16/06/2016	Pessoa Física	 1.020,00 	12	Fernando	Personalizado	Domingo	12.240,00	São Paulo	5
Mirian	Excel VBA avançado	16/06/2016	Pessoa Física	 1.340,00 	9	Ana	Regular	Personalizado	12.060,00	São Paulo	4
Murilo	Access VBA	16/06/2016	Pessoa Física	 1.870,00 	11	Paulo	Regular	Manhã	20.570,00	São Paulo	3
Roberto	Word VBA	16/06/2016	Pessoa Jurídica	 1.910,00 	11	Sandra	Regular	Tarde	21.010,00	São Paulo	2
Myslaine	Outlook	18/06/2016	Pessoa Jurídica	 2.240,00 	11	Sandra	Personalizado	Noite	24.640,00	São Paulo	2
Katia	Outlook VBA	18/06/2016	Pessoa Jurídica	 2.479,00 	12	Humberto	Regular	Integral	29.748,00	São Paulo	5
Vanessa	PowerPoint	18/06/2016	Pessoa Física	 3.200,00 	9	Henrique	Regular	Madrugada	28.800,00	São Paulo	4
Renata	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 3.921,00 	10	Douglas	Regular	Segunda-feira	39.210,00	São Paulo	5
Rodrigo	Access	01/06/2016	Pessoa Física	 780,00 	8	Jane	Personalizado	Terça-feira	6.240,00	São Paulo	3
Priscila	Windows	01/06/2016	Pessoa Física	 980,00 	12	Caio 	Regular	Personalizado	11.760,00	São Paulo	4
Mirian	Excel Básico	01/06/2016	Pessoa Física	 1.020,00 	11	Fernando	Regular	Manhã	11.220,00	São Paulo	5
Murilo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 1.340,00 	11	Roberto	Regular	Tarde	14.740,00	São Paulo	3
Roberto	Excel Avançado	01/06/2016	Pessoa Jurídica	 1.870,00 	11	Rosana	Personalizado	Noite	20.570,00	São Paulo	3
Myslaine	Excel Dashboards	01/06/2016	Pessoa Jurídica	 1.910,00 	8	Sandra	Regular	Integral	15.280,00	São Paulo	3
Katia	Excel VBA iniciante	02/06/2016	Pessoa Física	 2.240,00 	8	Sérgio	Regular	Madrugada	17.920,00	São Paulo	4
Vanessa	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 2.479,00 	11	Manuel	Regular	Quarta-feira	27.269,00	São Paulo	3
Renata	Access VBA	02/06/2016	Pessoa Física	 3.200,00 	8	Joaquim	Personalizado	Quinta-feira	25.600,00	São Paulo	4
Rodrigo	Word VBA	02/06/2016	Pessoa Física	 3.921,00 	8	Paulo	Regular	Personalizado	31.368,00	São Paulo	3
Priscila	Outlook	04/06/2016	Pessoa Física	 780,00 	10	Leandro	Regular	Manhã	7.800,00	São Paulo	5
Mirian	Outlook VBA	04/06/2016	Pessoa Jurídica	 980,00 	10	José	Regular	Tarde	9.800,00	São Paulo	4
Murilo	PowerPoint	04/06/2016	Pessoa Jurídica	 1.020,00 	11	Caio 	Personalizado	Noite	11.220,00	São Paulo	3
Roberto	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 1.340,00 	10	Caio 	Regular	Integral	13.400,00	São Paulo	4
Myslaine	Access	06/06/2016	Pessoa Física	 1.870,00 	12	Fernando	Regular	Madrugada	22.440,00	São Paulo	4
Katia	Windows	06/06/2016	Pessoa Jurídica	 1.910,00 	10	Fernando	Regular	Sexta-feira	19.100,00	São Paulo	3
Vanessa	Excel Básico	06/06/2016	Pessoa Física	 2.240,00 	11	Ana	Personalizado	Sábado	24.640,00	São Paulo	4
Renata	Excel Intermediário	06/06/2016	Pessoa Física	 2.479,00 	11	Paulo	Regular	Personalizado	27.269,00	São Paulo	2
Rodrigo	Excel Avançado	08/06/2016	Pessoa Física	 3.200,00 	10	Sandra	Regular	Manhã	32.000,00	São Paulo	3
Priscila	Excel Dashboards	08/06/2016	Pessoa Jurídica	 3.921,00 	12	Sandra	Regular	Tarde	47.052,00	São Paulo	4
Mirian	Excel VBA iniciante	08/06/2016	Pessoa Jurídica	 780,00 	11	Humberto	Personalizado	Noite	8.580,00	São Paulo	2
Murilo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 980,00 	8	Henrique	Regular	Integral	7.840,00	São Paulo	3
Roberto	Access VBA	10/06/2016	Pessoa Física	 1.020,00 	12	Douglas	Regular	Madrugada	12.240,00	São Paulo	2
Myslaine	Word VBA	10/06/2016	Pessoa Jurídica	 1.340,00 	10	Jane	Regular	Domingo	13.400,00	São Paulo	3
Katia	Outlook	10/06/2016	Pessoa Física	 1.870,00 	10	Caio 	Personalizado	Segunda-feira	18.700,00	São Paulo	5
Vanessa	Outlook VBA	10/06/2016	Pessoa Física	 1.910,00 	10	Fernando	Regular	Personalizado	19.100,00	São Paulo	3
Renata	PowerPoint	12/06/2016	Pessoa Física	 2.240,00 	8	Roberto	Regular	Manhã	17.920,00	São Paulo	3
Rodrigo	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 2.479,00 	12	Rosana	Regular	Tarde	29.748,00	São Paulo	2
Priscila	Access	12/06/2016	Pessoa Jurídica	 3.200,00 	11	Sandra	Personalizado	Noite	35.200,00	São Paulo	5
Mirian	Windows	12/06/2016	Pessoa Jurídica	 3.921,00 	9	Sérgio	Regular	Integral	35.289,00	São Paulo	5
Murilo	Excel Básico	14/06/2016	Pessoa Física	 780,00 	10	Manuel	Regular	Madrugada	7.800,00	São Paulo	4
Roberto	Excel Intermediário	14/06/2016	Pessoa Jurídica	 980,00 	12	Joaquim	Regular	Terça-feira	11.760,00	São Paulo	3
Myslaine	Excel Avançado	14/06/2016	Pessoa Física	 1.020,00 	10	Paulo	Personalizado	Quarta-feira	10.200,00	São Paulo	3
Katia	Excel Dashboards	14/06/2016	Pessoa Física	 1.340,00 	10	Leandro	Regular	Personalizado	13.400,00	São Paulo	5
Vanessa	Excel VBA iniciante	16/06/2016	Pessoa Física	 1.870,00 	8	José	Regular	Manhã	14.960,00	São Paulo	5
Renata	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 1.910,00 	11	Caio 	Regular	Tarde	21.010,00	São Paulo	5
Rodrigo	Access VBA	16/06/2016	Pessoa Jurídica	 2.240,00 	10	Caio 	Personalizado	Noite	22.400,00	São Paulo	4
Priscila	Word VBA	16/06/2016	Pessoa Jurídica	 2.479,00 	12	Fernando	Regular	Integral	29.748,00	São Paulo	2
Mirian	Outlook	18/06/2016	Pessoa Física	 3.200,00 	12	Fernando	Regular	Madrugada	38.400,00	São Paulo	2
Murilo	Outlook VBA	18/06/2016	Pessoa Jurídica	 3.921,00 	11	Ana	Regular	Quinta-feira	43.131,00	São Paulo	4
Roberto	PowerPoint	18/06/2016	Pessoa Física	 780,00 	8	Paulo	Personalizado	Sexta-feira	6.240,00	São Paulo	2
Myslaine	PowerPoint VBA	18/06/2016	Pessoa Física	 980,00 	11	Sandra	Regular	Personalizado	10.780,00	São Paulo	4
Katia	Access	01/06/2016	Pessoa Física	 1.020,00 	10	Sandra	Regular	Manhã	10.200,00	São Paulo	5
Vanessa	Windows	01/06/2016	Pessoa Jurídica	 1.340,00 	10	Humberto	Regular	Tarde	13.400,00	São Paulo	3
Renata	Excel Básico	01/06/2016	Pessoa Jurídica	 1.870,00 	9	Henrique	Personalizado	Noite	16.830,00	São Paulo	3
Rodrigo	Excel Intermediário	01/06/2016	Pessoa Jurídica	 1.910,00 	12	Douglas	Regular	Integral	22.920,00	São Paulo	5
Priscila	Excel Avançado	01/06/2016	Pessoa Física	 2.240,00 	10	Jane	Regular	Madrugada	22.400,00	São Paulo	4
Mirian	Excel Dashboards	01/06/2016	Pessoa Jurídica	 2.479,00 	11	Caio 	Regular	Sábado	27.269,00	São Paulo	4
Murilo	Excel VBA iniciante	02/06/2016	Pessoa Física	 3.200,00 	10	Fernando	Personalizado	Domingo	32.000,00	São Paulo	5
Roberto	Excel VBA avançado	02/06/2016	Pessoa Física	 3.921,00 	11	Roberto	Regular	Personalizado	43.131,00	São Paulo	2
Myslaine	Access VBA	02/06/2016	Pessoa Física	 780,00 	11	Rosana	Regular	Manhã	8.580,00	São Paulo	2
Katia	Word VBA	02/06/2016	Pessoa Jurídica	 980,00 	11	Sandra	Regular	Tarde	10.780,00	São Paulo	3
Vanessa	Outlook	04/06/2016	Pessoa Jurídica	 1.020,00 	11	Sérgio	Personalizado	Noite	11.220,00	São Paulo	4
Renata	Outlook VBA	04/06/2016	Pessoa Jurídica	 1.340,00 	10	Manuel	Regular	Integral	13.400,00	São Paulo	2
Rodrigo	PowerPoint	04/06/2016	Pessoa Física	 1.870,00 	9	Joaquim	Regular	Madrugada	16.830,00	São Paulo	4
Priscila	PowerPoint VBA	04/06/2016	Pessoa Jurídica	 1.910,00 	10	Paulo	Regular	Segunda-feira	19.100,00	São Paulo	2
Mirian	Access	06/06/2016	Pessoa Física	 2.240,00 	8	Leandro	Personalizado	Terça-feira	17.920,00	São Paulo	2
Murilo	Windows	06/06/2016	Pessoa Física	 2.479,00 	9	José	Regular	Personalizado	22.311,00	São Paulo	4
Roberto	Excel Básico	06/06/2016	Pessoa Física	 3.200,00 	9	Caio 	Regular	Manhã	28.800,00	São Paulo	2
Myslaine	Excel Intermediário	06/06/2016	Pessoa Jurídica	 3.921,00 	11	Caio 	Regular	Tarde	43.131,00	São Paulo	2
Katia	Excel Avançado	08/06/2016	Pessoa Jurídica	 780,00 	8	Fernando	Personalizado	Noite	6.240,00	São Paulo	2
Vanessa	Excel Dashboards	08/06/2016	Pessoa Jurídica	 980,00 	9	Fernando	Regular	Integral	8.820,00	São Paulo	2
Renata	Excel VBA iniciante	08/06/2016	Pessoa Física	 1.020,00 	8	Ana	Regular	Madrugada	8.160,00	São Paulo	3
Rodrigo	Excel VBA avançado	08/06/2016	Pessoa Jurídica	 1.340,00 	8	Paulo	Regular	Quarta-feira	10.720,00	São Paulo	2
Priscila	Access VBA	10/06/2016	Pessoa Física	 1.870,00 	11	Sandra	Personalizado	Quinta-feira	20.570,00	São Paulo	3
Mirian	Word VBA	10/06/2016	Pessoa Física	 1.910,00 	11	Sandra	Regular	Personalizado	21.010,00	São Paulo	4
Murilo	Outlook	10/06/2016	Pessoa Física	 2.240,00 	9	Humberto	Regular	Manhã	20.160,00	São Paulo	2
Roberto	Outlook VBA	10/06/2016	Pessoa Jurídica	 2.479,00 	12	Henrique	Regular	Tarde	29.748,00	São Paulo	5
Myslaine	PowerPoint	12/06/2016	Pessoa Jurídica	 3.200,00 	8	Douglas	Personalizado	Noite	25.600,00	São Paulo	5
Katia	PowerPoint VBA	12/06/2016	Pessoa Jurídica	 3.921,00 	9	Jane	Regular	Integral	35.289,00	São Paulo	3
Vanessa	Access	12/06/2016	Pessoa Física	 780,00 	8	Caio 	Regular	Madrugada	6.240,00	São Paulo	2
Renata	Windows	12/06/2016	Pessoa Jurídica	 980,00 	9	Fernando	Regular	Sexta-feira	8.820,00	São Paulo	3
Rodrigo	Excel Básico	14/06/2016	Pessoa Física	 1.020,00 	9	Roberto	Personalizado	Sábado	9.180,00	São Paulo	4
Priscila	Excel Intermediário	14/06/2016	Pessoa Física	 1.340,00 	11	Rosana	Regular	Personalizado	14.740,00	São Paulo	4
Mirian	Excel Avançado	14/06/2016	Pessoa Física	 1.870,00 	11	Sandra	Regular	Manhã	20.570,00	São Paulo	5
Murilo	Excel Dashboards	14/06/2016	Pessoa Jurídica	 1.910,00 	11	Sérgio	Regular	Tarde	21.010,00	São Paulo	2
Roberto	Excel VBA iniciante	16/06/2016	Pessoa Jurídica	 2.240,00 	9	Manuel	Personalizado	Noite	20.160,00	São Paulo	4
Myslaine	Excel VBA avançado	16/06/2016	Pessoa Jurídica	 2.479,00 	12	Joaquim	Regular	Integral	29.748,00	São Paulo	4
Katia	Access VBA	16/06/2016	Pessoa Física	 3.200,00 	8	Paulo	Regular	Madrugada	25.600,00	São Paulo	3
Vanessa	Word VBA	16/06/2016	Pessoa Jurídica	 3.921,00 	10	Leandro	Regular	Domingo	39.210,00	São Paulo	4
Renata	Outlook	18/06/2016	Pessoa Física	 780,00 	12	José	Personalizado	Segunda-feira	9.360,00	São Paulo	2
Rodrigo	Outlook VBA	18/06/2016	Pessoa Física	 980,00 	12	Caio 	Regular	Personalizado	11.760,00	São Paulo	3
Priscila	PowerPoint	18/06/2016	Pessoa Física	 1.020,00 	12	Caio 	Regular	Manhã	12.240,00	São Paulo	5
Mirian	PowerPoint VBA	18/06/2016	Pessoa Jurídica	 1.340,00 	11	Fernando	Regular	Tarde	14.740,00	São Paulo	3
Murilo	Access	01/06/2016	Pessoa Jurídica	 1.870,00 	11	Fernando	Personalizado	Noite	20.570,00	São Paulo	5
Roberto	Windows	01/06/2016	Pessoa Jurídica	 1.910,00 	12	Ana	Regular	Integral	22.920,00	São Paulo	2
Myslaine	Excel Básico	01/06/2016	Pessoa Física	 2.240,00 	11	Paulo	Regular	Madrugada	24.640,00	São Paulo	2
Katia	Excel Intermediário	01/06/2016	Pessoa Jurídica	 2.479,00 	10	Sandra	Regular	Terça-feira	24.790,00	São Paulo	3
Vanessa	Excel Avançado	01/06/2016	Pessoa Física	 3.200,00 	9	Sandra	Personalizado	Quarta-feira	28.800,00	São Paulo	5
Renata	Excel Dashboards	01/06/2016	Pessoa Física	 3.921,00 	10	Humberto	Regular	Personalizado	39.210,00	São Paulo	2
Rodrigo	Excel VBA iniciante	02/06/2016	Pessoa Física	 780,00 	9	Henrique	Regular	Manhã	7.020,00	São Paulo	2
Priscila	Excel VBA avançado	02/06/2016	Pessoa Jurídica	 980,00 	11	Douglas	Regular	Tarde	10.780,00	São Paulo	5
Mirian	Access VBA	02/06/2016	Pessoa Jurídica	 1.020,00 	11	Jane	Personalizado	Noite	11.220,00	São Paulo	4
Murilo	Word VBA	02/06/2016	Pessoa Jurídica	 1.340,00 	9	Caio 	Regular	Integral	12.060,00	São Paulo	4
Roberto	Outlook	04/06/2016	Pessoa Física	 1.870,00 	9	Fernando	Regular	Madrugada	16.830,00	São Paulo	3
Myslaine	Outlook VBA	04/06/2016	Pessoa Jurídica	 1.910,00 	11	Roberto	Regular	Quinta-feira	21.010,00	São Paulo	4
Katia	PowerPoint	04/06/2016	Pessoa Física	 2.240,00 	8	Rosana	Personalizado	Sexta-feira	17.920,00	São Paulo	3
Vanessa	PowerPoint VBA	04/06/2016	Pessoa Física	 2.479,00 	8	Sandra	Regular	Personalizado	19.832,00	São Paulo	2
Renata	Access	06/06/2016	Pessoa Física	 3.200,00 	9	Sérgio	Regular	Manhã	28.800,00	São Paulo	3
Rodrigo	Windows	06/06/2016	Pessoa Jurídica	 3.921,00 	12	Manuel	Regular	Tarde	47.052,00	São Paulo	4
